0.00100009	0	6.31089	6.06753	2.33626	2.21989	4.27553	4.38816	3.18396
0.00100009	0.00013264	6.31029	6.06437	2.35431	2.23115	4.27764	4.5373	3.19356
0.00100009	0.00026527	6.32069	6.05198	2.31877	2.2374	4.29292	4.6446	3.19081
0.00100009	0.00039791	6.30601	6.07392	2.34381	2.23919	4.2769	4.75025	3.18029
0.00100009	0.00053055	6.29577	6.06591	2.32809	2.23419	4.26087	4.84077	3.2078
0.00100009	0.00066319	6.3051	6.06696	2.31104	2.22901	4.26447	4.94552	3.19748
0.00100009	0.00079582	6.30531	6.0563	2.31408	2.22908	4.28415	5.03601	3.18298
0.00100009	0.00092846	6.30815	6.08816	2.32333	2.23622	4.24706	5.10218	3.20917
0.00100009	0.0010611	6.30866	6.06644	2.31794	2.24207	4.25695	5.19311	3.18977
0.00100009	0.00119374	6.28962	6.0709	2.3253	2.25208	4.24898	5.26287	3.19054
0.00100009	0.00132637	6.28738	6.06441	2.30589	2.23145	4.24054	5.32411	3.21061
0.00100009	0.00159165	6.28272	6.0771	2.28548	2.24687	4.23072	5.44857	3.20526
0.00100009	0.00185692	6.30671	6.09437	2.30338	2.22418	4.22633	5.56041	3.17695
0.00100009	0.0021222	6.28353	6.09485	2.30865	2.24026	4.21481	5.61639	3.16723
0.00100009	0.00238747	6.27874	6.08267	2.29097	2.24426	4.23568	5.70704	3.18613
0.00100009	0.00265275	6.2823	6.1013	2.28724	2.24487	4.2154	5.76081	3.19464
0.00100009	0.00291802	6.27506	6.07874	2.30684	2.24697	4.20821	5.81674	3.18491
0.00100009	0.00318329	6.28437	6.10161	2.27204	2.23286	4.20622	5.88297	3.19551
0.00100009	0.00344857	6.27937	6.10588	2.2899	2.2214	4.20326	5.91015	3.20034
0.00100009	0.00397912	6.28307	6.09401	2.30132	2.23542	4.20054	6.00653	3.18862
